"","room_id","host_id","room_type","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude"
"6715",3392423,3462813,"Private room","Beacon Hill",96,5,2,1,115,42.359331,"-71.065926"
"6716",13294824,7678148,"Private room","South Boston",15,5,2,1,120,42.33752,"-71.042092"
"6717",8336388,29066313,"Private room","Brighton",0,0,2,1,103,42.340641,"-71.151356"
"6718",14539326,18479599,"Private room","Dorchester",1,0,1,1,105,42.32457,"-71.058383"
"6719",7927765,18479599,"Private room","Dorchester",3,4.5,2,1,105,42.324265,"-71.059632"
"6720",15142679,96032339,"Private room","Brighton",0,0,2,1,85,42.349876,"-71.17015"
"6721",3866526,8139434,"Private room","Allston",25,5,2,1,95,42.35026,"-71.143613"
"6722",10809,38440,"Private room","Allston",14,3.5,4,1,100,42.354788,"-71.132088"
"6723",15791092,28657432,"Private room","Fenway",0,0,3,1,99,42.345008,"-71.104538"
"6724",13879099,8793032,"Private room","Allston",0,0,1,1,90,42.351726,"-71.121045"
"6725",2114274,2152299,"Private room","Allston",29,5,2,1,93,42.351361,"-71.126152"
"6726",8338792,29066313,"Private room","Brighton",0,0,2,1,85,42.34011,"-71.149591"
"6727",14484865,29407427,"Private room","Allston",3,5,2,1,92,42.348931,"-71.137885"
"6728",4402209,8139434,"Private room","Allston",24,5,2,1,100,42.352081,"-71.135991"
"6729",9615932,36388924,"Private room","Allston",0,0,2,1,100,42.350474,"-71.141034"
"6730",13374823,7198154,"Private room","Brighton",3,5,2,1,85,42.340147,"-71.148001"
"6731",9849794,50711424,"Private room","Allston",5,5,1,1,99,42.351934,"-71.129544"
"6732",4625517,7046340,"Private room","Mission Hill",0,0,2,1,100,42.33471,"-71.106505"
"6733",11474130,60374290,"Private room","Fenway",3,5,1,1,100,42.348082,"-71.101601"
"6734",7912746,33442630,"Private room","Fenway",3,4.5,2,1,100,42.350576,"-71.096098"
"6735",11827696,19310884,"Private room","Mission Hill",3,4.5,3,1,99,42.330861,"-71.100331"
"6736",9841645,18683719,"Private room","South End",0,0,2,1,100,42.335473,"-71.075021"
"6737",15844089,41766763,"Private room","Mission Hill",0,0,1,1,100,42.332465,"-71.11175"
"6738",12414737,37000074,"Private room","Brighton",0,0,2,1,84,42.362594,"-71.140215"
"6739",12339410,6311939,"Private room","Brighton",15,5,2,1,100,42.361453,"-71.145808"
"6740",14402508,25149641,"Private room","Allston",0,0,1,1,99,42.351656,"-71.133326"
"6741",7527677,32304279,"Private room","Allston",2,0,1,1,98,42.358993,"-71.128838"
"6742",15142289,71299758,"Private room","Fenway",1,0,1,1,90,42.339672,"-71.089016"
"6743",6287797,14980002,"Private room","South End",1,0,2,1,90,42.33767,"-71.076408"
"6744",4603803,1354778,"Private room","Back Bay",13,4,2,1,100,42.343569,"-71.081949"
"6745",14555917,1519346,"Private room","South End",1,0,2,1,100,42.344559,"-71.076667"
"6746",4887325,2448751,"Private room","Back Bay",0,0,1,1,100,42.352612,"-71.076027"
"6747",14488350,32369744,"Private room","Chinatown",1,0,1,1,100,42.348885,"-71.063439"
"6748",9197535,33311329,"Private room","South End",3,3.5,1,1,100,42.345603,"-71.075711"
"6749",13079902,29227463,"Private room","Fenway",1,0,2,1,89,42.341918,"-71.090014"
"6750",6446940,33659392,"Private room","Fenway",4,3.5,2,1,98,42.341164,"-71.090264"
"6751",12268144,28974969,"Private room","Back Bay",5,5,2,1,98,42.347826,"-71.087077"
"6752",5433246,28184185,"Private room","South End",4,5,2,1,100,42.338041,"-71.075745"
"6753",13729738,67180440,"Private room","Back Bay",5,4.5,3,1,83,42.350904,"-71.084298"
"6754",13414367,1231885,"Entire home/apt","North End",9,4.5,3,1,100,42.364735,"-71.054128"
"6755",16024984,94984692,"Entire home/apt","Brighton",0,0,6,2,100,42.341438,"-71.143001"
"6756",16230741,41167218,"Entire home/apt","Fenway",7,4,4,2,100,42.342746,"-71.096054"
"6757",4879702,4776690,"Entire home/apt","South End",23,5,3,1,99,42.341914,"-71.080806"
"6758",12515067,3073029,"Entire home/apt","South Boston",8,4.5,2,1,99,42.336937,"-71.050703"
"6759",13602808,64969164,"Entire home/apt","South Boston Waterfront",31,5,4,2,99,42.349725,"-71.047554"
"6760",17286481,25203946,"Entire home/apt","Dorchester",0,0,5,2,89,42.308066,"-71.06454"
"6761",16725059,8267675,"Entire home/apt","Dorchester",0,0,3,1,88,42.291212,"-71.07266"
"6762",17139466,45369382,"Entire home/apt","Allston",0,0,4,1,99,42.349204,"-71.131608"
"6763",13714934,10085529,"Entire home/apt","Dorchester",8,5,4,2,100,42.315021,"-71.062527"
"6764",14948523,90606566,"Entire home/apt","East Boston",22,5,2,1,89,42.366157,"-71.032007"
"6765",9755993,50314416,"Entire home/apt","Beacon Hill",7,5,2,0,100,42.359369,"-71.071162"
"6766",16469939,68586089,"Entire home/apt","Fenway",5,5,3,1,85,42.350095,"-71.102314"
"6767",10653150,25308015,"Entire home/apt","Beacon Hill",74,4.5,4,2,85,42.358078,"-71.064729"
"6768",414419,2027295,"Entire home/apt","Back Bay",340,4.5,3,1,99,42.35387,"-71.079723"
"6769",14907062,10477120,"Entire home/apt","Roxbury",20,5,2,1,100,42.340773,"-71.082175"
"6770",17134234,1386951,"Entire home/apt","Back Bay",0,0,2,1,100,42.350695,"-71.0884"
"6771",14105971,79103444,"Entire home/apt","Jamaica Plain",51,5,2,0,98,42.309063,"-71.11142"
"6772",7540480,38611099,"Entire home/apt","South End",65,4.5,4,1,95,42.343701,"-71.069218"
"6773",16219503,27871255,"Entire home/apt","Beacon Hill",2,0,2,1,95,42.359751,"-71.065821"
"6774",12052288,31655122,"Entire home/apt","Jamaica Plain",79,5,4,1,90,42.316273,"-71.102157"
"6775",15569507,85143743,"Entire home/apt","Allston",24,4.5,2,0,100,42.350165,"-71.131051"
"6776",17206396,91548283,"Entire home/apt","Beacon Hill",0,0,6,2,100,42.360421,"-71.067186"
"6777",16124247,1182631,"Entire home/apt","Roslindale",9,5,3,1,85,42.274253,"-71.13407"
"6778",15314862,95149473,"Entire home/apt","Downtown",13,5,6,2,99,42.359381,"-71.052653"
"6779",14104621,84922021,"Entire home/apt","North End",3,5,2,1,100,42.365919,"-71.053142"
"6780",8400275,324630,"Entire home/apt","Fenway",110,4,3,0,99,42.345691,"-71.093266"
"6781",14769046,20491383,"Entire home/apt","Beacon Hill",31,4.5,4,1,90,42.360639,"-71.068568"
"6782",13378923,75997654,"Entire home/apt","South End",21,5,2,0,95,42.343862,"-71.074197"
"6783",16897160,43481669,"Entire home/apt","Back Bay",1,0,4,1,99,42.35218,"-71.084733"
"6784",8717204,25424192,"Entire home/apt","Dorchester",52,4.5,4,2,89,42.294731,"-71.061119"
"6785",16097272,21184200,"Entire home/apt","Downtown",10,5,4,1,88,42.351585,"-71.063123"
"6786",8924562,1474891,"Entire home/apt","Chinatown",28,5,4,1,90,42.351983,"-71.061116"
"6787",15827359,102476722,"Entire home/apt","Jamaica Plain",10,5,2,1,95,42.308827,"-71.115788"
"6788",7475052,22348222,"Entire home/apt","Back Bay",1,0,2,0,100,42.350834,"-71.083587"
"6789",15917321,2752806,"Entire home/apt","Jamaica Plain",9,5,6,2,99,42.296608,"-71.113687"
"6790",4765070,24584716,"Entire home/apt","Jamaica Plain",166,4.5,2,0,90,42.325089,"-71.10723"
"6791",7901248,41661623,"Entire home/apt","South End",12,5,3,1,99,42.337168,"-71.074996"
"6792",15147053,14630158,"Entire home/apt","Jamaica Plain",9,5,2,1,95,42.308175,"-71.110095"
"6793",536865,2618808,"Entire home/apt","Dorchester",195,4.5,4,2,90,42.310864,"-71.06815"
"6794",15522020,91548283,"Entire home/apt","Downtown",36,4.5,2,1,85,42.362934,"-71.056775"
"6795",15140520,1639654,"Entire home/apt","Back Bay",24,4.5,2,0,95,42.351538,"-71.088382"
"6796",15851308,26313016,"Entire home/apt","Beacon Hill",5,5,3,1,92,42.358346,"-71.067927"
"6797",4359160,324630,"Entire home/apt","Beacon Hill",230,4,2,0,99,42.361079,"-71.065625"
"6798",11569156,60500914,"Entire home/apt","Brighton",0,0,3,1,74,42.339983,"-71.155049"
"6799",9062826,46792959,"Entire home/apt","Brighton",1,0,4,1,80,42.3371,"-71.152412"
"6800",13111691,50399243,"Entire home/apt","Brighton",2,0,4,1,70,42.34528,"-71.147701"
"6801",9969226,274767,"Entire home/apt","Allston",0,0,4,1,79,42.3491,"-71.130987"
"6802",13673021,15782998,"Entire home/apt","Mission Hill",4,4.5,4,1,75,42.331195,"-71.111015"
"6803",16811489,108460573,"Entire home/apt","Bay Village",0,0,2,0,79,42.34894,"-71.069561"
"6804",1428355,7422781,"Entire home/apt","South End",68,5,2,0,80,42.33826,"-71.070915"
"6805",15936156,16597349,"Entire home/apt","Roxbury",0,0,4,2,75,42.32523,"-71.091315"
"6806",3701108,17576539,"Entire home/apt","Allston",9,4.5,2,0,69,42.346452,"-71.134896"
"6807",16413043,18363223,"Entire home/apt","Brighton",0,0,5,1,75,42.343291,"-71.142452"
"6808",16276119,22616229,"Entire home/apt","Mission Hill",0,0,2,1,79,42.330761,"-71.110181"
"6809",7856208,41439483,"Private room","South End",0,0,2,1,180,42.342035,"-71.072564"
"6810",6600417,28090138,"Private room","Beacon Hill",0,0,2,1,180,42.356856,"-71.070251"
"6811",15434122,25796770,"Private room","Back Bay",1,0,3,1,145,42.351271,"-71.089096"
"6812",15273563,53435979,"Private room","Fenway",3,4.5,2,1,160,42.349236,"-71.096306"
"6813",5174821,26766201,"Private room","Charlestown",50,4.5,2,1,150,42.380182,"-71.068291"
"6814",77681,416912,"Private room","Charlestown",25,4,2,1,160,42.378533,"-71.061769"
"6815",5768195,21886762,"Private room","North End",1,0,2,1,175,42.364408,"-71.057843"
"6816",5506,8229,"Private room","Roxbury",38,4.5,2,1,145,42.329809,"-71.095595"
"6817",13151270,73369316,"Private room","Dorchester",0,0,2,1,150,42.290683,"-71.061916"
"6818",16946654,29477886,"Private room","Downtown",0,0,2,1,180,42.356302,"-71.060649"
"6819",5270703,27281334,"Private room","West Roxbury",0,0,2,1,160,42.263443,"-71.148642"
"6820",15508735,30366968,"Private room","Charlestown",0,0,2,1,150,42.381572,"-71.067543"
"6821",14981534,32532791,"Private room","South End",0,0,2,1,153,42.3459,"-71.071509"
"6822",14981303,32532791,"Private room","South End",1,0,2,1,153,42.346011,"-71.072932"
"6823",13714817,32532791,"Private room","Fenway",4,5,2,1,158,42.350774,"-71.098255"
"6824",16039725,104174476,"Private room","Allston",1,0,4,1,178,42.353819,"-71.131508"
"6825",82637,416912,"Private room","Charlestown",18,4,2,1,175,42.378334,"-71.061818"
"6826",13674964,12096454,"Private room","Back Bay",13,5,2,1,179,42.349262,"-71.084401"
"6827",994138,5460465,"Private room","South Boston",106,5,3,1,150,42.336436,"-71.039312"
"6828",3420384,431385,"Private room","Roslindale",2,0,4,1,165,42.274408,"-71.125294"
"6829",7527864,29187425,"Private room","Beacon Hill",28,5,2,1,155,42.360187,"-71.067491"
"6830",16017524,44454517,"Private room","Beacon Hill",1,0,2,1,150,42.358711,"-71.063699"
"6831",5352623,97805,"Private room","South End",6,5,2,1,168,42.344474,"-71.076983"
"6832",8613870,2330905,"Private room","Charlestown",4,5,1,1,150,42.379801,"-71.06675"
"6833",16449809,45409546,"Private room","Fenway",0,0,2,1,180,42.349009,"-71.095997"
"6834",15037015,24875377,"Private room","Fenway",1,0,2,1,150,42.344962,"-71.096733"
"6835",4307812,167745,"Private room","Fenway",2,0,2,1,145,42.341602,"-71.096598"
"6836",15328219,36020100,"Private room","Mission Hill",2,0,2,1,150,42.331315,"-71.098813"
"6837",15624533,32304279,"Private room","Allston",0,0,1,1,158,42.36002,"-71.128996"
"6838",11121872,50587785,"Private room","Back Bay",21,5,2,1,150,42.353669,"-71.074107"
"6839",14936298,93938503,"Private room","Back Bay",31,5,2,1,150,42.34938,"-71.079264"
"6840",14857496,93035069,"Private room","Fenway",9,5,4,1,165,42.342975,"-71.100314"
"6841",15254173,97012418,"Private room","South Boston",13,5,2,1,157,42.341997,"-71.053872"
"6842",4461613,22348222,"Private room","Beacon Hill",4,5,1,1,150,42.360809,"-71.064193"
"6843",16018681,104174476,"Private room","Allston",4,5,2,1,148,42.360343,"-71.124372"
"6844",15946085,102926405,"Private room","East Boston",17,5,2,1,175,42.36738,"-71.030782"
"6845",8450098,42726977,"Private room","Beacon Hill",49,5,4,1,175,42.357792,"-71.071374"
"6846",2021274,1417977,"Private room","South Boston",107,4.5,5,1,175,42.333818,"-71.033196"
"6847",14966475,93938503,"Private room","Back Bay",24,4.5,2,1,150,42.351267,"-71.078695"
"6848",14679817,25757249,"Private room","Downtown",24,4.5,2,1,155,42.350785,"-71.056018"
"6849",14091605,12452436,"Private room","South End",32,4.5,2,1,175,42.340715,"-71.074061"
"6850",16490513,108172638,"Private room","South End",0,0,4,2,159,42.34559,"-71.062291"
"6851",14824684,32532791,"Private room","Fenway",4,5,2,1,158,42.350122,"-71.102395"
"6852",15408519,98655950,"Private room","Fenway",10,4,2,1,150,42.348021,"-71.094287"
"6853",15163837,581208,"Private room","Roxbury",9,5,2,1,165,42.334485,"-71.074953"
"6854",14966548,93938503,"Private room","Back Bay",36,5,2,1,160,42.349801,"-71.079172"
"6855",7403927,405376,"Private room","Brighton",3,4.5,4,1,125,42.351352,"-71.168588"
"6856",11634638,3987348,"Private room","South End",0,0,1,1,140,42.345352,"-71.073551"
"6857",12657537,18479599,"Private room","Dorchester",1,0,2,1,125,42.325775,"-71.058066"
"6858",6976414,31979584,"Private room","Allston",2,0,2,1,88,42.348561,"-71.132127"
"6859",2930663,8139434,"Private room","Allston",71,5,2,1,82,42.354254,"-71.137153"
"6860",3897995,8139434,"Private room","Allston",85,5,2,1,85,42.350543,"-71.143844"
"6861",15020493,94803026,"Private room","Dorchester",1,0,2,1,90,42.305078,"-71.064579"
"6862",8523157,30240262,"Private room","Dorchester",18,5,2,1,95,42.315073,"-71.063426"
"6863",824244,4335656,"Private room","South End",0,0,4,1,95,42.346758,"-71.074167"
"6864",7939556,18479599,"Private room","Dorchester",1,0,2,1,90,42.325861,"-71.057965"
"6865",9825415,27121083,"Private room","Bay Village",11,4.5,2,1,90,42.348978,"-71.067825"
"6866",14222649,82955257,"Private room","Chinatown",2,0,2,1,93,42.348116,"-71.06165"
"6867",13943142,82955257,"Private room","Chinatown",2,0,2,1,82,42.348469,"-71.060208"
"6868",11474006,29112750,"Private room","South Boston",20,5,2,1,99,42.334647,"-71.05176"
"6869",16412763,5534163,"Private room","Downtown",0,0,2,1,99,42.357182,"-71.056993"
"6870",13586491,814298,"Private room","South Boston",4,5,2,1,95,42.336059,"-71.045924"
"6871",13586841,1444340,"Private room","South Boston",3,3.5,2,1,95,42.336617,"-71.04542"
"6872",15578969,10215929,"Private room","North End",0,0,2,2,89,42.365873,"-71.052162"
"6873",8161218,43078666,"Private room","Dorchester",7,5,2,1,100,42.315888,"-71.071995"
"6874",16219414,105968556,"Private room","West End",0,0,2,1,95,42.363013,"-71.065771"
"6875",5030871,25521953,"Private room","Dorchester",24,4.5,2,1,81,42.305713,"-71.063958"
"6876",12891323,17000652,"Private room","East Boston",4,5,2,1,85,42.370499,"-71.035561"
"6877",14506396,89613233,"Private room","Chinatown",2,0,2,1,90,42.348648,"-71.060129"
"6878",453660,2254462,"Private room","South End",65,5,3,1,98,42.343659,"-71.072103"
"6879",16881821,111991967,"Private room","South End",0,0,2,1,89,42.343055,"-71.062514"
"6880",8319253,43078666,"Private room","Roxbury",6,4.5,2,1,100,42.317402,"-71.073612"
"6881",1887507,970787,"Private room","South Boston",42,4.5,2,1,100,42.340656,"-71.051166"
"6882",8831050,3668535,"Private room","South End",1,0,2,1,89,42.34518,"-71.071598"
"6883",1252289,1462158,"Private room","South End",90,5,2,1,99,42.335336,"-71.074257"
"6884",8495348,44735228,"Private room","Roxbury",6,4.5,2,1,100,42.316806,"-71.073527"
"6885",7294565,11822816,"Private room","South End",1,0,2,1,85,42.339309,"-71.064955"
"6886",14885796,86955930,"Private room","East Boston",5,4.5,4,1,95,42.369613,"-71.039277"
"6887",8596566,3668535,"Private room","South End",6,5,1,1,100,42.344746,"-71.073414"
"6888",13810937,15681500,"Private room","Beacon Hill",2,0,1,1,85,42.36047,"-71.06954"
"6889",15517080,1025454,"Private room","Dorchester",1,0,2,1,100,42.320734,"-71.058739"
"6890",9796309,9671845,"Private room","Downtown",0,0,4,1,100,42.358584,"-71.052697"
"6891",6500646,20436793,"Private room","Chinatown",12,5,2,1,85,42.352235,"-71.062289"
"6892",14040282,54749443,"Private room","Dorchester",13,5,4,1,86,42.298557,"-71.068068"
"6893",9698226,2574884,"Private room","East Boston",54,5,2,1,83,42.386623,"-71.007399"
"6894",13557973,29453165,"Private room","Downtown",0,0,2,1,98,42.352443,"-71.063089"
"6895",15528667,93820834,"Private room","Charlestown",0,0,1,1,90,42.38185,"-71.068912"
"6896",7984949,42144668,"Private room","East Boston",14,5,2,1,92,42.369241,"-71.041545"
"6897",4638356,24014785,"Private room","East Boston",35,5,2,1,85,42.377412,"-71.035787"
"6898",14979792,86955930,"Private room","East Boston",23,4.5,4,1,95,42.370621,"-71.040621"
"6899",14013583,3432624,"Private room","Charlestown",5,5,1,1,100,42.373283,"-71.058152"
"6900",10704442,55310299,"Private room","North End",0,0,1,1,100,42.367021,"-71.054209"
"6901",14824568,34539998,"Private room","East Boston",22,4.5,2,1,98,42.381711,"-71.040866"
"6902",10356880,41565478,"Private room","East Boston",60,5,2,1,85,42.364229,"-71.029348"
"6903",5616179,24361937,"Private room","East Boston",43,5,2,1,100,42.36696,"-71.032778"
"6904",12344217,16284736,"Private room","East Boston",0,0,2,1,90,42.375817,"-71.031839"
"6905",3968797,4762495,"Private room","Roslindale",30,5,2,1,85,42.291107,"-71.131338"
"6906",5932402,2221632,"Private room","South End",0,0,2,1,100,42.344745,"-71.070257"
"6907",15481806,99116128,"Private room","West Roxbury",0,0,2,1,100,42.279759,"-71.152105"
"6908",8371203,43078666,"Private room","Roxbury",13,4.5,1,1,90,42.316108,"-71.074119"
"6909",8272350,37835016,"Private room","Jamaica Plain",2,0,2,1,99,42.320044,"-71.107844"
"6910",14928333,36238029,"Private room","South Boston",7,4.5,2,1,85,42.337349,"-71.04815"
"6911",7562235,11653097,"Private room","Mission Hill",3,4,2,1,90,42.331927,"-71.111274"
"6912",12592696,35068378,"Private room","Allston",1,0,1,1,90,42.347722,"-71.135264"
"6913",7482338,37882842,"Private room","East Boston",52,4.5,2,1,83,42.376154,"-71.038197"
"6914",13864196,19008767,"Private room","South Boston",24,4.5,2,1,89,42.339353,"-71.050352"
"6915",15256830,72139831,"Private room","Dorchester",4,5,2,1,100,42.309886,"-71.048549"
"6916",13621476,39949128,"Private room","Jamaica Plain",1,0,2,1,95,42.321919,"-71.110472"
"6917",14404992,1522161,"Private room","West End",4,4,2,1,81,42.36604,"-71.06971"
"6918",13864415,19008767,"Private room","South Boston",12,4.5,2,1,89,42.339194,"-71.049672"
"6919",17219416,1219068,"Private room","Allston",0,0,2,1,100,42.352924,"-71.137506"
"6920",1815326,9508341,"Private room","Brighton",141,4.5,2,1,99,42.355088,"-71.16242"
"6921",16072772,1575161,"Private room","Leather District",1,0,2,1,89,42.351399,"-71.058542"
"6922",15193510,90419082,"Private room","Mattapan",3,4.5,2,1,85,42.276057,"-71.0692"
"6923",11593592,40117482,"Private room","East Boston",69,5,3,1,98,42.366387,"-71.033283"
"6924",17218847,25360918,"Private room","East Boston",0,0,5,1,100,42.374921,"-71.040425"
"6925",7708436,236790,"Private room","Jamaica Plain",39,5,2,1,85,42.309838,"-71.107524"
"6926",13800505,81152656,"Private room","North End",27,4,2,1,100,42.361022,"-71.052768"
"6927",15493003,8139434,"Private room","Allston",2,0,2,1,95,42.350069,"-71.137869"
"6928",7293671,1037913,"Private room","Roxbury",4,5,2,1,90,42.327253,"-71.075589"
"6929",13375092,7198154,"Private room","Brighton",11,5,2,1,85,42.338797,"-71.147976"
"6930",4586681,12795084,"Private room","Jamaica Plain",50,5,1,1,90,42.314827,"-71.112955"
"6931",15154194,90419082,"Private room","Mattapan",4,5,2,1,85,42.277171,"-71.070613"
"6932",7395978,24567367,"Private room","Allston",3,4.5,2,1,100,42.350867,"-71.129175"
"6933",9332643,5911459,"Private room","Dorchester",0,0,1,1,100,42.317659,"-71.053462"
"6934",8310653,18604433,"Private room","Allston",11,5,2,1,85,42.353344,"-71.126934"
"6935",15885237,95259405,"Private room","South End",1,0,2,1,84,42.336683,"-71.074789"
"6936",6238463,31691830,"Private room","Jamaica Plain",35,5,2,1,95,42.315904,"-71.114048"
"6937",2916208,14892598,"Private room","South End",26,4.5,1,1,100,42.340961,"-71.066413"
"6938",894539,4762495,"Private room","Roslindale",41,5,2,1,95,42.290904,"-71.130238"
"6939",4098410,11487565,"Private room","Jamaica Plain",26,4,2,1,90,42.305088,"-71.107358"
"6940",16895403,28839396,"Private room","East Boston",0,0,2,1,90,42.367161,"-71.03776"
"6941",39116,167745,"Private room","Fenway",49,5,2,1,99,42.342388,"-71.097251"
"6942",14924831,93820834,"Private room","Charlestown",5,5,1,1,90,42.381921,"-71.068837"
"6943",14685541,90657692,"Private room","Back Bay",0,0,1,1,85,42.351784,"-71.083409"
"6944",17177919,11494121,"Private room","Allston",0,0,2,1,100,42.35914,"-71.12966"
"6945",6602217,24584716,"Entire home/apt","Jamaica Plain",74,4.5,5,1,100,42.323096,"-71.108514"
"6946",16273796,91548283,"Entire home/apt","North End",0,0,6,2,95,42.365942,"-71.055333"
"6947",6763409,22348222,"Entire home/apt","South End",7,4,2,0,100,42.343438,"-71.076884"
"6948",1695275,324630,"Entire home/apt","Fenway",300,4,4,1,99,42.347726,"-71.093948"
"6949",1497879,2776892,"Entire home/apt","East Boston",374,4.5,3,1,99,42.366885,"-71.036151"
"6950",15857974,14685544,"Entire home/apt","East Boston",19,5,3,1,99,42.379468,"-71.021805"
"6951",6343532,33037385,"Entire home/apt","Brighton",83,4.5,6,2,89,42.344961,"-71.149618"
"6952",16048288,26275784,"Entire home/apt","Dorchester",0,0,2,1,99,42.318934,"-71.054053"
"6953",7954808,12243051,"Entire home/apt","South End",28,5,4,2,89,42.345491,"-71.062422"
"6954",10656899,4897723,"Private room","South End",6,4.5,2,1,119,42.340368,"-71.080151"
"6955",10987109,32304279,"Private room","Allston",0,0,2,1,108,42.359449,"-71.127694"
"6956",16948891,4474782,"Private room","Charlestown",0,0,2,1,119,42.375119,"-71.068091"
"6957",15126054,90258451,"Private room","Jamaica Plain",7,5,5,2,110,42.28966,"-71.114707"
"6958",15147789,32097009,"Private room","Jamaica Plain",1,0,2,1,120,42.298786,"-71.111044"
"6959",4820071,93916,"Private room","East Boston",207,5,3,1,120,42.374169,"-71.03424"
"6960",10253591,32071442,"Private room","Jamaica Plain",27,4.5,2,1,105,42.318383,"-71.101878"
"6961",4303606,21851356,"Private room","Downtown",45,5,2,1,115,42.351493,"-71.065188"
"6962",7194793,9969381,"Private room","Back Bay",46,5,2,1,120,42.349403,"-71.086808"
"6963",5858133,3483194,"Private room","Allston",1,0,2,1,120,42.362309,"-71.134942"
"6964",6134013,331174,"Private room","South End",57,5,2,1,120,42.343062,"-71.072751"
"6965",4287348,22257404,"Private room","South Boston",69,4.5,1,1,105,42.330784,"-71.046889"
"6966",568234,2796082,"Private room","Jamaica Plain",149,5,4,1,110,42.303347,"-71.104974"
"6967",8904297,46575567,"Private room","Mattapan",17,4.5,4,1,115,42.270901,"-71.07875"
"6968",7874552,690922,"Private room","Beacon Hill",41,4.5,2,1,115,42.358229,"-71.069857"
"6969",2564544,261895,"Private room","South Boston Waterfront",71,5,2,1,109,42.347373,"-71.050296"
"6970",14825159,32532791,"Private room","Fenway",5,5,1,1,113,42.349139,"-71.103688"
"6971",13107648,46702413,"Private room","North End",38,5,4,1,120,42.36666,"-71.052094"
"6972",6088708,6950436,"Private room","South Boston",90,4.5,2,1,102,42.329995,"-71.051723"
"6973",8514932,37344176,"Private room","East Boston",30,4.5,2,1,105,42.366225,"-71.037294"
"6974",3181719,7640908,"Private room","Brighton",54,5,3,1,115,42.348575,"-71.158718"
"6975",12646288,15393686,"Private room","East Boston",3,5,1,1,115,42.369702,"-71.032283"
"6976",2219399,1624549,"Private room","Jamaica Plain",62,5,2,1,115,42.300734,"-71.114311"
"6977",10860611,7845075,"Private room","Back Bay",1,0,2,1,120,42.350294,"-71.086072"
"6978",6324649,23029544,"Private room","Fenway",73,4.5,2,1,110,42.342057,"-71.086334"
"6979",16456575,20912254,"Private room","Jamaica Plain",0,0,4,2,108,42.312384,"-71.104835"
"6980",7239024,7988017,"Private room","Dorchester",86,5,2,1,110,42.292631,"-71.05575"
"6981",11757376,54099497,"Private room","South Boston",17,4.5,2,1,119,42.336446,"-71.040487"
"6982",9117009,6689112,"Private room","North End",41,4.5,2,1,115,42.365913,"-71.054317"
"6983",13391024,522072,"Private room","Mission Hill",15,4.5,2,1,110,42.333179,"-71.102499"
"6984",11924459,46702413,"Private room","North End",62,5,2,1,110,42.36666,"-71.053156"
"6985",15577371,100352874,"Private room","Allston",4,4,2,1,110,42.351258,"-71.125136"
"6986",16411716,11256844,"Private room","Brighton",2,0,3,1,110,42.347687,"-71.157781"
"6987",3585343,10332798,"Private room","South Boston",58,4.5,2,1,110,42.340395,"-71.053735"
"6988",8696236,19470226,"Private room","West End",31,4.5,2,1,105,42.365427,"-71.06773"
"6989",15509837,1024562,"Private room","Back Bay",12,5,4,1,120,42.34268,"-71.082318"
"6990",1009275,868067,"Private room","South Boston",0,0,2,1,120,42.332687,"-71.045357"
"6991",7996844,690922,"Private room","Beacon Hill",45,4.5,2,1,102,42.356681,"-71.071558"
"6992",1644031,8725557,"Private room","South Boston Waterfront",60,4.5,2,1,105,42.340173,"-71.04763"
"6993",15841355,14232249,"Private room","Downtown",27,5,3,1,115,42.362451,"-71.062593"
"6994",11740527,6950436,"Private room","South Boston",24,4.5,2,1,112,42.329996,"-71.054318"
"6995",14993599,94533288,"Private room","Dorchester",8,5,2,1,105,42.310858,"-71.049447"
"6996",15509834,98655950,"Private room","Fenway",9,4.5,1,1,110,42.348667,"-71.093724"
"6997",12826145,35738512,"Private room","North End",55,5,2,1,119,42.36469,"-71.05292"
"6998",22354,85770,"Private room","South End",234,4.5,1,1,110,42.344957,"-71.074857"
"6999",16426422,93557690,"Private room","Bay Village",3,5,2,1,105,42.350073,"-71.068841"
"7000",14975916,63238810,"Private room","Roxbury",16,5,2,1,115,42.338086,"-71.079384"
"7001",5734770,27015747,"Private room","South End",117,5,2,1,105,42.34708,"-71.073611"
"7002",15844973,14232249,"Private room","West End",26,5,3,1,115,42.362089,"-71.066547"
"7003",8521792,40108777,"Private room","Jamaica Plain",36,5,2,1,110,42.297311,"-71.111203"
"7004",15887464,62256647,"Private room","Beacon Hill",16,5,2,1,115,42.359981,"-71.068783"
"7005",14591627,90491687,"Private room","South End",57,5,3,1,109,42.338113,"-71.078219"
"7006",8904546,46575567,"Private room","Mattapan",0,0,2,1,95,42.270427,"-71.079474"
"7007",15470153,99116128,"Private room","West Roxbury",0,0,2,1,100,42.279024,"-71.150611"
"7008",15709085,101455823,"Private room","Hyde Park",0,0,2,1,100,42.248398,"-71.131392"
"7009",6613472,34609479,"Private room","Hyde Park",16,5,2,1,88,42.268955,"-71.103835"
"7010",4604023,1730791,"Private room","Allston",4,4.5,1,1,98,42.353808,"-71.130488"
"7011",3415617,5872764,"Private room","Brighton",0,0,2,1,99,42.343263,"-71.150887"
"7012",7854569,41390416,"Private room","West Roxbury",0,0,1,1,90,42.294023,"-71.151358"
"7013",732932,3817361,"Private room","Jamaica Plain",20,5,2,1,95,42.303763,"-71.114003"
